title	cid	seller_cids	stuff_status	location_state	location_city	item_type	price	auction_increment	num	valid_thru	freight_payer	post_fee	ems_fee	express_fee	has_invoice	has_warranty	approve_status	has_showcase	list_time	description	cateProps	postage_id	has_discount	modified	upload_fail_msg	picture_status	auction_point	picture	video	skuProps	inputPids	inputValues	outer_id	propAlias	auto_fill	num_id	local_cid	navigation_type	user_name	syncStatus	is_lighting_consigment	is_xinpin	foodparame	features	buyareatype	global_stock_type	global_stock_country	sub_stock_type	item_size	item_weight	sell_promise	custom_design_flag	wireless_desc	barcode	sku_barcode	newprepay	subtitle	cpv_memo	input_custom_cpv	qualification	add_qualification	o2o_bind_service	tmall_extend	product_combine	tmall_item_prop_combine	taoschema_extend
宝贝名称	宝贝类目	店铺类目	新旧程度	省	城市	出售方式	宝贝价格	加价幅度	宝贝数量	有效期	运费承担	平邮	EMS	快递	发票	保修	放入仓库	橱窗推荐	开始时间	宝贝描述	宝贝属性	邮费模版ID	会员打折	修改时间	上传状态	图片状态	返点比例	新图片	视频	销售属性组合	用户输入ID串	用户输入名-值对	商家编码	销售属性别名	代充类型	数字ID	本地ID	宝贝分类	用户名称	宝贝状态	闪电发货	新品	食品专项	尺码库	采购地	库存类型	国家地区	库存计数	物流体积	物流重量	退换货承诺	定制工具	无线详情	商品条形码	sku 条形码	7天退货	宝贝卖点	属性值备注	自定义属性值	商品资质	增加商品资质	关联线下服务	tmall扩展字段	产品组合	tmall属性组合	taoschema扩展字段
"高品质牛角扣连帽毛呢大衣女2017秋冬季新款韩版中长款呢子外套屮"	50013194	"1340125113"	1	"浙江"	"杭州"	1	398	"0.00"	5985	7	1	2.58008e+34	2.44503e-35	0	0	0	1	1	"2017-10-22 22:59:51 "	"<p><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2LE_Gj3oQMeJjy1XaXXcSsFXa_!!2205569833.jpg"" align=""middle""><img align=""middle""><img style=""max-width:750.0px;"" src=""https://img.alicdn.com/imgextra/i2/2205569833/TB28PhPbZCNZ1JjSZFHXXb.kVXa_!!2205569833.png"" align=""absmiddle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2mDPYj3MPMeJjy1XcXXXpppXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2GydjaLnW1eJjSZFqXXa8sVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB20QXsoN3IL1JjSZPfXXcrUVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB22v86f6ihSKJjy0FiXXcuiFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2u2Sif6uhSKJjSspmXXcQDpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB21nTNj3oQMeJjy0FpXXcTxpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2hoHOjWmWQ1JjSZPhXXXCJFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2ZLWif6uhSKJjSspmXXcQDpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB25ux8fWagSKJjy0FhXXcrbFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2t3TRj3MPMeJjy1XbXXcwxVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2fOAGc_SPY1JjSZPcXXXIwpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2jyt7fxuaVKJjSZFjXXcjmpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2UrQsinJ_SKJjSZPiXXb3LpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB20Cx3fWagSKJjy0FaXXb0dpXa_!!2205569833.jpg"" align=""middle""> </p>"	"122216586:29947;20608:6384766;18073285:28105;122216562:44597;122216348:29444;20663:3267192;2917380:3226292;31611:3216800;20603:29454;20021:28353;13328588:492838731;122216347:728066917;1627207:3384055;1627207:30155;20509:28314;20509:28315;20509:28316"	10149716421	0	"2017-10-24 10:08:45 "	"200"	"1;1;1;1;1;1;1;1;"	0	"33ce0673f590f41a4cbe07d8bb3a2cfe:1:0:|https://img.alicdn.com/bao/uploaded/i3/2205569833/TB1j3KnfWigSKJjSsppXXabnpXa_!!0-item_pic.jpg;5ff11e94c6444552ce9c05656bee86a4:1:1:|https://img.alicdn.com/bao/uploaded/i4/2205569833/TB2FW2Fj8USMeJjy1zjXXc0dXXa_!!2205569833.jpg;cfa50863ccddf6f12d511462cafcb78f:1:2:|https://img.alicdn.com/bao/uploaded/i3/2205569833/TB2dzylf6uhSKJjSspjXXci8VXa_!!2205569833.jpg;a768526ac1aa593dca7c95080cd9965f:1:3:|https://img.alicdn.com/bao/uploaded/i2/2205569833/TB2iv0hlwn.PuJjSZFkXXc_lpXa_!!2205569833.jpg;6f03c28172fa7977896f8869f7f9dc2a:1:4:|https://img.alicdn.com/bao/uploaded/i4/2205569833/TB2SVk4geKAUKJjSZFzXXXdQFXa_!!2205569833.jpg;57ac69ce3f1bd4e00b5b45fa0faeb57e:1:5:|https://img.alicdn.com/bao/uploaded/i3/2205569833/TB1EnFGoS3PL1JjSZFxXXcBBVXa_!!0-item_pic.jpg;d5cd84bc10bf9598ba358d14ebc4aa49:2:0:1627207:3384055|https://img.alicdn.com/bao/uploaded/i1/2205569833/TB2jeOkf6uhSKJjSspaXXXFgFXa_!!2205569833.jpg;787a87e32d1a9723974569e4c1401a5f:2:0:1627207:30155|https://img.alicdn.com/bao/uploaded/i2/2205569833/TB2CZp5fWagSKJjy0FbXXa.mVXa_!!2205569833.jpg;"	"50031512108:{f6d0972f-858f-42e6-8f67-01957808c010}:https://img.alicdn.com/bao/uploaded/i2/TB1lN00fWagSKJjy0FhSuwrbFXa.jpg;"	"398:998::1627207:30155;20509:28314;398:998::1627207:30155;20509:28315;398:1000::1627207:30155;20509:28316;398:994::1627207:3384055;20509:28314;398:996::1627207:3384055;20509:28315;398:999::1627207:3384055;20509:28316;"	"1627207"	"焦糖色"	"8421-1706-P145"	""	0	559585368774	0	2	幂儿mier	1	113	6	""	sizeGroupType:women_tops;tags:143746,151362,139778,52290,50370,61890,25282,21442,104514;sizeGroupName:中国码;sizeGroupId:27013	0	-1		2	0.0	1.0	0		"<wapDesc><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2LE_Gj3oQMeJjy1XaXXcSsFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB28PhPbZCNZ1JjSZFHXXb.kVXa_!!2205569833.png</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2mDPYj3MPMeJjy1XcXXXpppXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2GydjaLnW1eJjSZFqXXa8sVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB20QXsoN3IL1JjSZPfXXcrUVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB22v86f6ihSKJjy0FiXXcuiFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2u2Sif6uhSKJjSspmXXcQDpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB21nTNj3oQMeJjy0FpXXcTxpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2hoHOjWmWQ1JjSZPhXXXCJFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2ZLWif6uhSKJjSspmXXcQDpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB25ux8fWagSKJjy0FhXXcrbFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2t3TRj3MPMeJjy1XbXXcwxVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2fOAGc_SPY1JjSZPcXXXIwpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2jyt7fxuaVKJjSZFjXXcjmpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2UrQsinJ_SKJjSZPiXXb3LpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB20Cx3fWagSKJjy0FaXXb0dpXa_!!2205569833.jpg</img></wapDesc>"		;;;;;	1	""	"20509:28316:现货;20509:28314:现货;20509:28315:现货"	"1627207:3384055:焦糖色"	"%7B%7D"	1					
"高品质棉衣女超大貉子毛领中长款加厚2017冬季韩版新款棉服大衣夨"	50008900	"1340125112"	1	"浙江"	"杭州"	1	598	"0.00"	15987	7	1	2.58008e+34	2.44503e-35	0	0	0	1	1	"2017-10-23 23:36:51 "	"<p><img style=""max-width:750.0px;"" src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2WAjgblE_1uJjSZFOXXXNwXXa_!!2205569833.jpg"" align=""absmiddle""><img style=""max-width:750.0px;"" src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2jWnsd_SPY1JjSZPcXXXIwpXa_!!2205569833.jpg"" align=""absmiddle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB22sbMgqigSKJjSsppXXabnpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2xybGgqmgSKJjSspiXXXyJFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2aEeLf0XXWeJjSZFvXXa6lpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2idk4kBUSMeJjy1zjXXc0dXXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2YQmqfERIWKJjSZFgXXboxXXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2DXZKfLNNTKJjSspfXXbXIFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2jI_HgzuhSKJjSspmXXcQDpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2tYU6pEUIL1JjSZFrXXb3xFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2NYbrd_SPY1JjSZPcXXXIwpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2dP6Io.l7MKJjSZFDXXaOEpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2bylTf2NZWeJjSZFpXXXjBFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2LaTcjnJ_SKJjSZPiXXb3LpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2EAkZpyAKL1JjSZFoXXagCFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2vyPsgqagSKJjy0FhXXcrbFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2MxIcpx3IL1JjSZPfXXcrUVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2p0jJgzihSKJjy0FlXXadEXXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB21eMEpEQIL1JjSZFhXXaDZFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2iSTIo.l7MKJjSZFDXXaOEpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2.2PCXcGg21JjSZFyXXXIZVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2COgcpx3IL1JjSZPfXXcrUVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2X5kcpx3IL1JjSZPfXXcrUVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB28b2rd_SPY1JjSZPcXXXIwpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2GRmqfERIWKJjSZFgXXboxXXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2YK34kBUSMeJjy1zjXXc0dXXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2mGyTjhOMSKJjSZFlXXXqQFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i2/2205569833/TB2AdRea7Gj11JjSZFMXXXnRVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i1/2205569833/TB2uHrrgzihSKJjy0FiXXcuiFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB2DsncjnJ_SKJjSZPiXXb3LpXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2k_IBcICNZ1JjSZFHXXb.kVXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2Aokao50TMKJjSZFNXXa_1FXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i4/2205569833/TB248UZpyAKL1JjSZFoXXagCFXa_!!2205569833.jpg"" align=""middle""><img src=""https://img.alicdn.com/imgextra/i3/2205569833/TB2MgcEpEQIL1JjSZFhXXaDZFXa_!!2205569833.jpg"" align=""middle""> </p>"	"20000:29534;122216586:29947;122216507:113060;20608:6384766;18073285:28105;122216562:44597;122216348:29444;20663:3267192;2917380:27414630;31611:115481;20603:29454;122216347:740150614;1627207:492508034;1627207:528118804;1627207:28324;1627207:28334;20509:28314;20509:28315;20509:28316;20509:28317"	10149716421	0	"2017-10-24 10:08:45 "	"200"	"1;1;1;1;1;1;1;1;1;1;"	0	"be018761d8cea09c574c1f0b94aab31e:1:0:|https://img.alicdn.com/bao/uploaded/i2/2205569833/TB1JHZVbT1z01JjSZFCXXXY.XXa_!!0-item_pic.jpg;a806ae83870303189409bf72aad32630:1:1:|https://img.alicdn.com/bao/uploaded/i1/2205569833/TB2lOQYfLNNTKJjSspcXXb4KVXa_!!2205569833.jpg;2d1f6729ca38dec369905ed37a5e4165:1:2:|https://img.alicdn.com/bao/uploaded/i4/2205569833/TB2huo0pyAKL1JjSZFoXXagCFXa_!!2205569833.jpg;f4b1764d85142651c1c84fb0cba4c2cd:1:3:|https://img.alicdn.com/bao/uploaded/i1/2205569833/TB2psEopC3PL1JjSZFxXXcBBVXa_!!2205569833.jpg;3137c37e93d118d1aeef19874192f9c4:1:4:|https://img.alicdn.com/bao/uploaded/i2/2205569833/TB28jPGgzqhSKJjSspnXXc79XXa_!!2205569833.jpg;8eb31b211ebe4ccdba363a7291da868f:1:5:|https://img.alicdn.com/bao/uploaded/i4/2205569833/TB1CVLsgqmgSKJjSsplXXaICpXa_!!0-item_pic.jpg;118679d8a097e4e3cb676ff5ba1f2265:2:0:1627207:528118804|https://img.alicdn.com/bao/uploaded/i1/2205569833/TB2dtl6ldqUQKJjSZFIXXcOkFXa_!!2205569833.jpg;eae55ef13329a26a0a11e534ebe8d62f:2:0:1627207:492508034|https://img.alicdn.com/bao/uploaded/i1/2205569833/TB2BnCoezlxYKJjSZFuXXaYlVXa_!!2205569833.jpg;2e536c435384fa04e1ea99820d0b0bfd:2:0:1627207:28334|https://img.alicdn.com/bao/uploaded/i2/2205569833/TB2s7UGkrsTMeJjSszdXXcEupXa_!!2205569833.jpg;c390e8c00ff951b945909013e2d37680:2:0:1627207:28324|https://img.alicdn.com/bao/uploaded/i4/2205569833/TB2KBfcjnJ_SKJjSZPiXXb3LpXa_!!2205569833.jpg;"	""	"798:999::1627207:28334;20509:28314;798:1000::1627207:28334;20509:28315;798:1000::1627207:28334;20509:28316;798:1000::1627207:28334;20509:28317;798:1000::1627207:28324;20509:28314;798:1000::1627207:28324;20509:28315;798:1000::1627207:28324;20509:28316;798:1000::1627207:28324;20509:28317;598:994::1627207:492508034;20509:28314;598:999::1627207:492508034;20509:28315;598:1000::1627207:492508034;20509:28316;598:1000::1627207:492508034;20509:28317;598:997::1627207:528118804;20509:28314;598:999::1627207:528118804;20509:28315;598:999::1627207:528118804;20509:28316;598:1000::1627207:528118804;20509:28317;"	"1627207"	"黄色人造毛;颜色分类;灰色人造毛"	"B1021-M35-P195P300"	""	0	559749569559	0	2	幂儿mier	1	113	6	""	sizeGroupType:women_tops;tags:151362,52290,50370,61890,25282,104514;sizeGroupName:中国码;sizeGroupId:27013	0	-1		2	0.0	1.0	0		"<wapDesc><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2WAjgblE_1uJjSZFOXXXNwXXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2jWnsd_SPY1JjSZPcXXXIwpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB22sbMgqigSKJjSsppXXabnpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2ETyAifMTUeJjSZFKXXagopXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2YNH7k3oQMeJjy0FoXXcShVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2YQmqfERIWKJjSZFgXXboxXXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2DXZKfLNNTKJjSspfXXbXIFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2tYU6pEUIL1JjSZFrXXb3xFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2NYbrd_SPY1JjSZPcXXXIwpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2gqjpkYsTMeJjy1zcXXXAgXXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2ZfWfgWigSKJjSsppXXabnpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2bylTf2NZWeJjSZFpXXXjBFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2LaTcjnJ_SKJjSZPiXXb3LpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2EAkZpyAKL1JjSZFoXXagCFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2vyPsgqagSKJjy0FhXXcrbFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2MxIcpx3IL1JjSZPfXXcrUVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2p0jJgzihSKJjy0FlXXadEXXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB21eMEpEQIL1JjSZFhXXaDZFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2iSTIo.l7MKJjSZFDXXaOEpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2COgcpx3IL1JjSZPfXXcrUVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2u_LqgfNNTKJjSspcXXb4KVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB28hWlqoQIL1JjSZFhXXaDZFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB28b2rd_SPY1JjSZPcXXXIwpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2YK34kBUSMeJjy1zjXXc0dXXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i1/2205569833/TB2mGyTjhOMSKJjSZFlXXXqQFXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i2/2205569833/TB2AdRea7Gj11JjSZFMXXXnRVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB27Y_tgfNNTKJjSspeXXaSwpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2AV49qm3PL1JjSZFxXXcBBVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i4/2205569833/TB2DsncjnJ_SKJjSZPiXXb3LpXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2k_IBcICNZ1JjSZFHXXb.kVXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2Aokao50TMKJjSZFNXXa_1FXa_!!2205569833.jpg</img><img>https://img.alicdn.com/imgextra/i3/2205569833/TB2MgcEpEQIL1JjSZFhXXaDZFXa_!!2205569833.jpg</img></wapDesc>"		;;;;;;;;;;;;;;;	1	""	"1627207:492508034:人造毛;20509:28316:现货;1627207:28334:真耗子毛;20509:28317:现货;1627207:28324:真耗子毛;1627207:528118804:人造毛;20509:28314:现货;20509:28315:现货"	"1627207:492508034:黄色人造毛;1627207:528118804:灰色人造毛"	"%7B%7D"	1					
